#====================================================================================================
# 涵蓋括號的多個分數的加減乘除法運算 
#====================================================================================================
# pkind 1：非帶分數的加減運算
#====================================================================================================
# 
#   5      6
#  ---- + ---- = ? 
#   12     12
#
#   11     6       9     3     4
#  ---- + --- - ( --- + --- - --- ) = ?
#    7     7       7     7     7
#
#   11      8     5
#  ---- + ---- + --- = ? 
#    3     12     2
#
#====================================================================================================
# parenkind：括號類型
#  0 : 無括號  1 : 小括號  2 : 中括號  3 : [0,1]  4 : [1,2]  5 : [0,2]
#
#  正常情況下，刮號僅在 moptr >= 6 才會產生
#  如果須要在 moptr < 6 時使用刮號 (預設為不可以)
#  則須在 setup_data 函式內將 add_parenthesis 設為 true
#  sden： 0 同分母  1 異分母  2 隨意 
#  ftype： 計算結果分數型式 0 真分數  1 假分數  2 不設定
#  ftex1 , ftex3 ：分數在問題與答案的顯示型式
#      1 ：不約分的非帶分數(預設值)                  -1 數值等同整數，則使用整數
#      2 ：不約分的帶分數(數值等同整數，則使用整數)  -2 與 2 相同
#      3 ：  約分的非帶分數                          -3 數值等同整數，則使用整數
#      4 ：  約分的帶分數(數值等同整數，則使用整數)  -4 與 4 相同
#
# [minn,maxn]：計算式的數字個數範圍
# [mina,maxa]：分子數字範圍
# [minb,maxb]：分母數字範圍
#  maxc：計算結果分數約分後的分母最大值
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

#====================================================================================================
# pkind 2：帶分數的加減運算
#====================================================================================================
#     2       3       1       8
#  2 --- + 3 --- + 2 --- - 1 --- = ? 
#     9       9       9       9
#
#     2          2       2         1
#  5 --- + ( 7 ---- - 3 --- ) - 7 --- = ?
#     4         12       3         6
#
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

101      2     0       0       0    2       2    -2     2     2   10    99     2   12    12
102      2     0       0       0    2       2    -2     3     3   10    99     2   12    12
103      2     0       0       0    2       2    -2     4     4   10    99     2   12    12
				       	             
111      2     1       0       0    2       2    -2     2     2   10    99     2   12    12
112      2     1       0       0    2       2    -2     3     3   10    99     2   12    12
113      2     1       0       0    2       2    -2     4     4   10    99     2   12    12
				       	             
122      2     4       0       0    2       2    -2     3     4   10    99     2   12    12
123      2     4       1       0    2       2    -2     4     5   10    99     2   12    12
				       	             
131      2     0       0       1    2       2    -4     2     2   10    99     2   12    12
132      2     0       0       1    2       2    -4     3     3   10    99     2   12    12
#133     2     0       0       1    2       2    -4     4     4   10    99     2   12    12
				       	             
141      2     1       0       1    2       2    -4     2     2   10    99     2   12    12
142      2     1       0       1    2       2    -4     3     3   10    99     2   12    12
#143     2     1       0       1    2       2    -4     4     4   10    99     2   12    12
				       	             
152      2     4       0       1    2       2    -2     3     4   10    99     2   12    12
#153     2     4       1       1    2       2    -2     4     4   10    99     2   12    12
				       	             
161      2     0       0       1    2       2    -4     2     2   10    99    10   30    50
162      2     0       0       1    2       2    -4     3     3   10    99    10   30    50
163      2     0       0       1    2       2    -4     4     5   10    99    10   30    99
				       	             
171      2     1       0       1    2       2    -4     2     2   10    99    10   30    50
172      2     1       0       1    2       2    -4     3     3   10    99    10   30    50
173      2     1       0       1    2       2    -4     4     4   10    99    10   30    99
				       	             
181      2     4       0       1    2       2    -4     3     3   10    99    10   30    50
182      2     4       1       1    2       2    -4     4     5   10    99    10   30    50




#====================================================================================================
# pkind 3：整數與分數的加減運算
#====================================================================================================
#         5       4
#  9 - 2 --- + 2 --- - 3 = ?  
#         8       8
#
#           2             3
#  3 + ( 3 --- + 2 ) - 5 --- = ?
#           5             5
#
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

201      3     0       0       0    2      -2    -2     2     2    1    99     2   12    12
202      3     0       0       0    2      -2    -2     3     3    1    99     2   12    12
203      3     0       0       0    2      -2    -2     4     4    1    99     2   12    12
				       	             
211      3     1       0       0    2      -2    -2     2     2    1    99     2   12    12
212      3     1       0       0    2      -2    -2     3     3    1    99     2   12    12
213      3     1       0       0    2      -2    -2     4     4    1    99     2   12    12
				       	             
222      3     4       0       0    2      -2    -2     3     4    1    99     2   12    12
223      3     4       1       0    2      -2    -2     4     5    1    99     2   12    12
				       	             
231      3     0       0       1    2      -2    -4     2     2    1    99     2   12    12
232      3     0       0       1    2      -2    -4     3     3    1    99     2   12    12
233      3     0       0       1    2      -2    -4     4     4    1    99     2   12    12
				       	             
241      3     1       0       1    2      -2    -4     2     2    1    99     2   12    12
242      3     1       0       1    2      -2    -4     3     3    1    99     2   12    12
243      3     1       0       1    2      -2    -4     4     4    1    99     2   12    12
				       	             
252      3     4       0       1    2      -2    -2     3     4    1    99     2   12    12
253      3     4       1       1    2      -2    -2     4     5    1    99     2   12    12
				       	             
261      3     0       0       1    2      -2    -4     2     2    1    99    10   30    50
262      3     0       0       1    2      -2    -4     3     3    1    99    10   30    50
263      3     0       0       1    2      -2    -4     4     5    1    99    10   30    50
				       	             
271      3     1       0       1    2      -2    -4     2     2    1    99    10   30    50
272      3     1       0       1    2      -2    -4     3     3    1    99    10   30    50
273      3     1       0       1    2      -2    -4     4     4    1    99    10   30    99
				       	             
281      3     4       0       1    2      -2    -4     3     3    1    99    10   30    50
282      3     4       1       1    2      -2    -4     4     5    1    99    10   30    50




#====================================================================================================
# pkind 4：各種分數型式的混合加減運算
#====================================================================================================
#     5     93       19       1
#  7 --- + ---- - ( ---- + 2 --- ) = ?
#     6     10        3       2
#
#      16     7
#   4 ---- - --- = ?
#      18     2
#
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

301      4     4       0       1    2      -9    -4     2     2    1    99     2   12    12
302      4     4       0       1    2      -9    -4     3     3    1    99     2   12    12
303      4     4       1       1    2      -9    -4     4     5    1    99     2   12    12

311      4     4       0       1    2      -9    -4     2     2    1    99    10   30    50
312      4     4       0       1    2      -9    -4     3     3    1    99    10   30    50
313      4     4       1       1    2      -9    -4     4     5    1    99    10   30    50




#====================================================================================================
# pkind 5：左側有未知數的混合加減運算
#====================================================================================================
#   7     15            9
#  --- + ---- - (  ) = ---        (  ) 為何？  
#   2      2            2
#
#      3         4            9         4
#  4 ---- + ( 5 --- + (  ) - --- ) = 7 ---    (  ) 為何？  
#     10         7            2         7
# 
#====================================================================================================
#  新型式：(new)
#      1 ：不約分的非帶分數(預設值)                  -1 數值等同整數，則使用整數
#      2 ：不約分的帶分數(數值等同整數，則使用整數)  -2 與 2 相同
#      3 ：  約分的非帶分數                          -3 數值等同整數，則使用整數
#      4 ：  約分的帶分數(數值等同整數，則使用整數)  -4 與 4 相同
#
#      以下是 5 到 9 是隨意挑選其中之一顯示分數：
#      5 ：不約分的分數 [1,2]         -5 數值等同整數，則使用整數
#      6 ：約分的分數 [3,4]           -6 數值等同整數，則使用整數
#      7 ：非帶分數 {1,3}             -7 數值等同整數，則使用整數
#      8 ：帶分數 {2,4}               (數值等同整數，則使用整數)
#      9 ：[1,4]                      -9 數值等同整數，則使用整數
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

401      5     4       0       0    2      -1    -1     2     2    1    99     2   12    12
402      5     4       0       0    2      -1    -1     3     3    1    99     2   12    12
403      5     4       1       0    2      -1    -1     4     4    1    99     2   12    12

411      5     4       0       0    2       2     2     2     2    1    99     2   12    12
412      5     4       0       0    2       2     2     3     3    1    99     2   12    12
413      5     4       1       0    2       2     2     4     4    1    99     2   12    12

421      5     4       0       1    2      -9    -6     2     2    1    99     2   12    12
422      5     4       0       1    2      -9    -6     3     3    1    99     2   12    12
423      5     4       1       1    2      -9    -6     4     4    1    99     2   12    12


431      5     4       0       0    2      -5    -6     2     2    1    99    10   30    50
432      5     4       0       0    2      -5    -6     3     3    1    99    10   30    50
433      5     4       1       0    2      -5    -6     4     4    1    99    10   30    50

441      5     4       0       1    2      -9    -6     2     2    1    99    10   30    50
442      5     4       0       1    2      -9    -6     3     3    1    99    10   30    50
443      5     4       1       1    2      -9    -6     4     4    1    99    10   30    50



#====================================================================================================
# pkind 6：同 5 但僅求分子的值
#====================================================================================================
#     2    ( )      2       1
#  6 --- - --- - 2 --- = 4 ---               (  ) 為何？  
#     6     6       6       6 
#
#   33     5          1    ( )      25
#  ---- - --- + ( 3 ---- - --- ) = ----      (  ) 為何？   
#    4     2         10     5        4
#
#====================================================================================================
# kind pkind moptr parenkind sden ftype  ftex1 ftex3  minn maxn  mina  maxa minb  maxb  maxc 
#====================================================================================================

501      6     4       0       0    2      -1    -1     2     2    1    99     2   12    12
502      6     4       0       0    2      -1    -1     3     3    1    99     2   12    12
503      6     4       1       0    2      -1    -1     4     4    1    99     2   12    12

511      6     4       0       0    2       2     2     2     2    1    99     2   12    12
512      6     4       0       0    2       2     2     3     3    1    99     2   12    12
513      6     4       1       0    2       2     2     4     4    1    99     2   12    12

521      6     4       0       1    2      -9    -6     2     2    1    99     2   12    12
522      6     4       0       1    2      -9    -6     3     3    1    99     2   12    12
523      6     4       1       1    2      -9    -6     4     4    1    99     2   12    12


531      6     4       0       0    2      -5    -6     2     2    1    99    10   30    50
532      6     4       0       0    2      -5    -6     3     3    1    99    10   30    50
533      6     4       1       0    2      -5    -6     4     4    1    99    10   30    50

541      6     4       0       1    2      -9    -6     2     2    1    99    10   30    50
542      6     4       0       1    2      -9    -6     3     3    1    99    10   30    50
543      6     4       1       1    2      -9    -6     4     4    1    99    10   30    50


